GDP,Population,Year,Country,ISO3
725568717468.001,8514329.0,2018,Switzerland,CHE
16466863117.0009,19424618.0,2015,Syrian Arab Republic,SYR
12597854877.4254,19193834.0,2016,Syrian Arab Republic,SYR
16369843352.3453,19224668.0,2017,Syrian Arab Republic,SYR
21497782867.6426,19577845.0,2018,Syrian Arab Republic,SYR
8271431485.07484,8643840.0,2015,Tajikistan,TJK
6992416096.89018,8865631.0,2016,Tajikistan,TJK
7536402852.85802,9085946.0,2017,Tajikistan,TJK
7764999999.45362,9307333.0,2018,Tajikistan,TJK
47413919817.124,52020962.0,2015,Tanzania,TZA
49774409374.4538,53824013.0,2016,Tanzania,TZA
53274884532.7886,55652890.0,2017,Tanzania,TZA
57003712892.0858,57437145.0,2018,Tanzania,TZA
401296238228.084,70540795.0,2015,Thailand,THA
413366349747.508,70859841.0,2016,Thailand,THA
456356813536.764,71160187.0,2017,Thailand,THA
506754208404.485,71376079.0,2018,Thailand,THA
1590282371.46446,1205131.0,2015,Timor-Leste,TLS
1640464612.08088,1228312.0,2016,Timor-Leste,TLS
1584878439.93596,1251703.0,2017,Timor-Leste,TLS
1555988614.43594,1275959.0,2018,Timor-Leste,TLS
5755457836.01866,7663195.0,2015,Togo,TGO
6071167584.1951,7858289.0,2016,Togo,TGO
6387424239.8801,8057140.0,2017,Togo,TGO
7029215766.46367,8258778.0,2018,Togo,TGO
437525514.240726,106095.0,2015,Tonga,TON
420828262.317922,105524.0,2016,Tonga,TON
459976850.268529,105356.0,2017,Tonga,TON
493530783.00463,105567.0,2018,Tonga,TON
26841141793.2143,1349667.0,2015,Trinidad and Tobago,TTO
23624322192.6274,1353895.0,2016,Trinidad and Tobago,TTO
23830750900.6899,1356633.0,2017,Trinidad and Tobago,TTO
23883058083.2171,1359193.0,2018,Trinidad and Tobago,TTO
45779494041.9295,11402264.0,2015,Tunisia,TUN
44360072680.4476,11528674.0,2016,Tunisia,TUN
42163530590.9462,11650498.0,2017,Tunisia,TUN
42686504459.801,11765514.0,2018,Tunisia,TUN
35799714285.7143,6215770.0,2015,Turkmenistan,TKM
36169428571.4286,6360041.0,2016,Turkmenistan,TKM
37926285714.2857,6507061.0,2017,Turkmenistan,TKM
40765428571.4286,6655524.0,2018,Turkmenistan,TKM
1078274000.0,36605.0,2015,Turks and Caicos Islands,TCA
1202078000.0,38315.0,2016,Turks and Caicos Islands,TCA
1197958000.0,39913.0,2017,Turks and Caicos Islands,TCA
1314329000.0,41559.0,2018,Turks and Caicos Islands,TCA
36811936.0824587,10963.0,2015,Tuvalu,TUV
41629064.2232388,10930.0,2016,Tuvalu,TUV
45276595.3533146,10869.0,2017,Tuvalu,TUV
48015259.8751356,10751.0,2018,Tuvalu,TUV
32387183730.1002,37531446.0,2015,Uganda,UGA
29203988696.2626,38799152.0,2016,Uganda,UGA
30744473841.424,40177388.0,2017,Uganda,UGA
32927025619.6795,41565831.0,2018,Uganda,UGA
91030967789.0717,45784896.0,2015,Ukraine,UKR
93355869403.9223,45616832.0,2016,Ukraine,UKR
112090505081.739,45436041.0,2017,Ukraine,UKR
130891088293.55,45208907.0,2018,Ukraine,UKR
381973042886.317,8505237.0,2015,United Arab Emirates,ARE
381717086453.37,8935095.0,2016,United Arab Emirates,ARE
403365010211.028,9223225.0,2017,United Arab Emirates,ARE
440560108917.631,9346701.0,2018,United Arab Emirates,ARE
2945579890258.46,65088000.0,2015,United Kingdom,GBR
2706807606538.73,65607000.0,2016,United Kingdom,GBR
2699118387873.1,65966000.0,2017,United Kingdom,GBR
2897028009916.05,66289000.0,2018,United Kingdom,GBR
18206020741000.0,321815121.0,2015,United States,USA
18695110842000.0,324353340.0,2016,United States,USA
19477336549000.0,326608609.0,2017,United States,USA
20533057312000.0,328529577.0,2018,United States,USA
57680327998.6689,3368017.0,2015,Uruguay,URY
57480787465.2716,3379283.0,2016,Uruguay,URY
65005997963.4822,3388438.0,2017,Uruguay,URY
65344577415.7535,3394534.0,2018,Uruguay,URY
86196264755.3105,30749346.0,2015,Uzbekistan,UZB
86138288644.171,31284568.0,2016,Uzbekistan,UZB
69703222282.7278,31819178.0,2017,Uzbekistan,UZB
58695899092.1083,32373490.0,2018,Uzbekistan,UZB
759690180.951654,266101.0,2015,Vanuatu,VUT
804323576.861028,272087.0,2016,Vanuatu,VUT
880043284.399407,278507.0,2017,Vanuatu,VUT
914727908.137793,285259.0,2018,Vanuatu,VUT
125449241571.391,30573972.0,2015,Venezuela,VEN
112915034262.314,30765720.0,2016,Venezuela,VEN
115883275162.586,30565323.0,2017,Venezuela,VEN
102021093964.682,29807592.0,2018,Venezuela,VEN
239258328381.741,92823254.0,2015,Viet Nam,VNM
257096001177.982,94000117.0,2016,Viet Nam,VNM
281353605986.903,95176977.0,2017,Viet Nam,VNM
310106478394.659,96237319.0,2018,Viet Nam,VNM
42444490073.8555,31159379.0,2015,Yemen,YEM
31317825274.1507,32109010.0,2016,Yemen,YEM
26842229044.5848,33090921.0,2017,Yemen,YEM
21606160663.0318,34085182.0,2018,Yemen,YEM
21251216798.7762,16399089.0,2015,Zambia,ZMB
20958412538.3093,16914423.0,2016,Zambia,ZMB
25873601260.8353,17441320.0,2017,Zambia,ZMB
26311507273.6735,17973569.0,2018,Zambia,ZMB
19973250000.0,14399013.0,2015,Zimbabwe,ZWE
20559250000.0,14600294.0,2016,Zimbabwe,ZWE
51035657370.5179,14812482.0,2017,Zimbabwe,ZWE
34141666666.6667,15034452.0,2018,Zimbabwe,ZWE
